icao,timestamp,latitude,longitude,velocity,heading,baro_altitude,vertical_rate,prev_latitude,prev_longitude,prev_velocity,prev_heading,prev_altitude,prev_timestamp,delta_t,distance_m,implied_speed_mps,accel_mps2,vert_rate_mps,delta_heading_deg,turn_rate_dps,has_prev
SIM0000,1700000010,33.944610998752765,-118.36780094098958,211.16909299157732,81.19997461988073,3657.825123507974,0.6701076227772668,33.944320485249904,-118.37006321376816,211.4885525038764,81.16551454356956,3656.97813791172,1700000009.0,1.0,211.16909299345485,211.16909299345485,-0.3194595122990904,0.8469855962539441,0.03446007631117709,0.03446007631117709,True
SIM0000,1700000011,33.944900121243236,-118.3655415372155,210.8832236156665,81.23047568395998,3658.517323959401,0.6701076227772668,33.944610998752765,-118.36780094098958,211.16909299157732,81.19997461988073,3657.825123507974,1700000010.0,1.0,210.88322361447447,210.88322361447447,-0.2858693759108064,0.6922004514271975,0.03050106407926023,0.03050106407926023,True
SIM0000,1700000012,33.945189807483956,-118.3632843013321,210.69446157080546,81.20530905419756,3659.2026596282535,0.6701076227772668,33.944900121243236,-118.3655415372155,210.8832236156665,81.23047568395998,3658.517323959401,1700000011.0,1.0,210.69446157183387,210.69446157183387,-0.18876204486105053,0.6853356688525309,-0.02516662976242401,-0.02516662976242401,True
SIM0000,1700000013,33.94548085006314,-118.36102725101438,210.6999557730674,81.16403798184959,3660.0446437886353,0.6701076227772668,33.945189807483956,-118.3632843013321,210.69446157080546,81.20530905419756,3659.2026596282535,1700000012.0,1.0,210.6999557715221,210.6999557715221,0.005494202261928649,0.8419841603817986,-0.041271072347967674,-0.041271072347967674,True
SIM0000,1700000014,33.9457715124159,-118.3587721012035,210.51952956592257,81.16805062370268,3661.1148347206813,0.6701076227772668,33.94548085006314,-118.36102725101438,210.6999557730674,81.16403798184959,3660.0446437886353,1700000013.0,1.0,210.51952956763267,210.51952956763267,-0.18042620714481927,1.070190932045989,0.004012641853080368,0.004012641853080368,True
SIM0000,1700000015,33.94606283814152,-118.35651798957787,210.43553921173597,81.14417234015588,3661.799845589213,0.6701076227772668,33.9457715124159,-118.3587721012035,210.51952956592257,81.16805062370268,3661.1148347206813,1700000014.0,1.0,210.43553921326736,210.43553921326736,-0.0839903541865965,0.6850108685316627,-0.02387828354682142,-0.02387828354682142,True
SIM0000,1700000016,33.946353139830016,-118.35426490510014,210.3237133382872,81.1708193954468,3662.606535265429,0.6701076227772668,33.94606283814152,-118.35651798957787,210.43553921173597,81.14417234015588,3661.799845589213,1700000015.0,1.0,210.32371333631704,210.32371333631704,-0.11182587344876538,0.8066896762161377,0.026647055290936805,0.026647055290936805,True
SIM0000,1700000017,33.946640890533224,-118.35201362236296,210.1154064292655,81.24026793504697,3663.5643474065378,0.6701076227772668,33.946353139830016,-118.35426490510014,210.3237133382872,81.1708193954468,3662.606535265429,1700000016.0,1.0,210.11540642680708,210.11540642680708,-0.2083069090217009,0.9578121411086613,0.06944853960015962,0.06944853960015962,True
SIM0000,1700000018,33.946926725605536,-118.34976526413686,209.81572778061536,81.28651102712492,3664.1417935140075,0.6701076227772668,33.946640890533224,-118.35201362236296,210.1154064292655,81.24026793504697,3663.5643474065378,1700000017.0,1.0,209.81572778047624,209.81572778047624,-0.2996786486501435,0.5774461074697683,0.04624309207792976,0.04624309207792976,True
SIM0000,1700000019,33.947213073466195,-118.34751895909392,209.63648873129995,81.26323746229087,3664.696040817484,0.6701076227772668,33.946926725605536,-118.34976526413686,209.81572778061536,81.28651102712492,3664.1417935140075,1700000018.0,1.0,209.6364887324843,209.6364887324843,-0.179239049315413,0.5542473034765862,-0.023273564834028093,-0.023273564834028093,True
SIM0000,1700000020,33.947496477665254,-118.34527460166771,209.40873002437996,81.34426181745435,3665.595192841752,0.6701076227772668,33.947213073466195,-118.34751895909392,209.63648873129995,81.26323746229087,3664.696040817484,1700000019.0,1.0,209.40873002426122,209.40873002426122,-0.22775870691998534,0.8991520242680053,0.0810243551634926,0.0810243551634926,True
SIM0000,1700000021,33.947779463061856,-118.34303451186554,209.01187154450804,81.34061586071346,3666.394681149044,0.6701076227772668,33.947496477665254,-118.34527460166771,209.40873002437996,81.34426181745435,3665.595192841752,1700000020.0,1.0,209.01187154602508,209.01187154602508,-0.39685847987192346,0.7994883072919947,-0.0036459567409110605,-0.0036459567409110605,True
SIM0000,1700000022,33.94806135705672,-118.34079966659635,208.51467926588256,81.3535435290243,3667.0453313866874,0.6701076227772668,33.947779463061856,-118.34303451186554,209.01187154450804,81.34061586071346,3666.394681149044,1700000021.0,1.0,208.51467926766168,208.51467926766168,-0.49719227862547655,0.6506502376432763,0.012927668310851459,0.012927668310851459,True
SIM0000,1700000023,33.94834095474951,-118.33856450199278,208.50490220147628,81.42409988561128,3667.6499963254205,0.6701076227772668,33.94806135705672,-118.34079966659635,208.51467926588256,81.3535435290243,3667.0453313866874,1700000022.0,1.0,208.50490220375752,208.50490220375752,-0.009777064406279123,0.6046649387330945,0.07055635658699089,0.07055635658699089,True
SIM0000,1700000024,33.94861945031794,-118.3363319104904,208.251286506362,81.44767627714384,3668.624809828289,0.6701076227772668,33.94834095474951,-118.33856450199278,208.50490220147628,81.42409988561128,3667.6499963254205,1700000023.0,1.0,208.25128650651945,208.25128650651945,-0.2536156951142914,0.9748135028685283,0.02357639153257196,0.02357639153257196,True
SIM0000,1700000025,33.94889692001769,-118.33410200406433,207.98875345397676,81.46857841928406,3669.3654352645235,0.6701076227772668,33.94861945031794,-118.3363319104904,208.251286506362,81.44767627714384,3668.624809828289,1700000024.0,1.0,207.98875345296375,207.98875345296375,-0.26253305238523694,0.7406254362344953,0.020902142140215574,0.020902142140215574,True
SIM0000,1700000026,33.94917325526404,-118.33187425827202,207.7723085762145,81.49480036944423,3669.8127294586707,0.6701076227772668,33.94889692001769,-118.33410200406433,207.98875345397676,81.46857841928406,3669.3654352645235,1700000025.0,1.0,207.77230857289283,207.77230857289283,-0.21644487776225674,0.44729419414716176,0.026221950160163487,0.026221950160163487,True
SIM0000,1700000027,33.94944887632449,-118.32964856958006,207.5722510450094,81.50870746985397,3670.716062636686,0.6701076227772668,33.94917325526404,-118.33187425827202,207.7723085762145,81.49480036944423,3669.8127294586707,1700000026.0,1.0,207.57225104298425,207.57225104298425,-0.20005753120508984,0.9033331780151457,0.01390710040973886,0.01390710040973886,True
SIM0000,1700000028,33.94972324068732,-118.32742374811835,207.47188500941527,81.54358645076194,3671.5198464641167,0.6701076227772668,33.94944887632449,-118.32964856958006,207.5722510450094,81.50870746985397,3670.716062636686,1700000027.0,1.0,207.471885010159,207.471885010159,-0.10036603559413493,0.8037838274308342,0.03487898090796193,0.03487898090796193,True
SIM0000,1700000029,33.94999442160997,-118.32520108429463,207.222575265659,81.63227893024174,3672.18887417476,0.6701076227772668,33.94972324068732,-118.32742374811835,207.47188500941527,81.54358645076194,3671.5198464641167,1700000028.0,1.0,207.22257526780027,207.22257526780027,-0.24930974375627102,0.6690277106431495,0.0886924794797892,0.0886924794797892,True
SIM0000,1700000030,33.95026637277957,-118.32297976462013,207.11175330778676,81.60382042953403,3672.928317807313,0.6701076227772668,33.94999442160997,-118.32520108429463,207.222575265659,81.63227893024174,3672.18887417476,1700000029.0,1.0,207.1117533051553,207.1117533051553,-0.11082195787224691,0.7394436325530478,-0.02845850070769984,-0.02845850070769984,True
SIM0000,1700000031,33.95053983856861,-118.3207636573855,206.6601933791825,81.53814014384548,3673.537530054548,0.6701076227772668,33.95026637277957,-118.32297976462013,207.11175330778676,81.60382042953403,3672.928317807313,1700000030.0,1.0,206.66019337956297,206.66019337956297,-0.45155992860426863,0.6092122472350638,-0.06568028568852924,-0.06568028568852924,True
SIM0000,1700000032,33.95081144454423,-118.31855086363299,206.3268749270434,81.58242894518955,3674.6565890026222,0.6701076227772668,33.95053983856861,-118.3207636573855,206.6601933791825,81.53814014384548,3673.537530054548,1700000031.0,1.0,206.32687492681023,206.32687492681023,-0.33331845213908196,1.1190589480743256,0.04428880134406654,0.04428880134406654,True
SIM0000,1700000033,33.95108246886046,-118.31634149997461,206.0037871388323,81.58731792742581,3675.3677774146126,0.6701076227772668,33.95081144454423,-118.31855086363299,206.3268749270434,81.58242894518955,3674.6565890026222,1700000032.0,1.0,206.00378713849327,206.00378713849327,-0.3230877882110974,0.7111884119904062,0.004888982236252559,0.004888982236252559,True
SIM0000,1700000034,33.95135245790404,-118.31413330809141,205.87940982154487,81.61458378568898,3675.9966989713394,0.6701076227772668,33.95108246886046,-118.31634149997461,206.0037871388323,81.58731792742581,3675.3677774146126,1700000033.0,1.0,205.87940981909915,205.87940981909915,-0.12437731728743984,0.6289215567267092,0.027265858263149312,0.027265858263149312,True
SIM0000,1700000035,33.95162034106049,-118.31192575507822,205.78644995381364,81.67666532909914,3676.460071427702,0.6701076227772668,33.95135245790404,-118.31413330809141,205.87940982154487,81.61458378568898,3675.9966989713394,1700000034.0,1.0,205.78644995188515,205.78644995188515,-0.09295986773122422,0.4633724563627766,0.0620815434101587,0.0620815434101587,True
SIM0000,1700000036,33.95188674206277,-118.3097202374725,205.57624344502196,81.71451583309067,3676.9192821260694,0.6701076227772668,33.95162034106049,-118.31192575507822,205.78644995381364,81.67666532909914,3676.460071427702,1700000035.0,1.0,205.5762434441094,205.5762434441094,-0.21020650879168556,0.45921069836731476,0.037850503991535334,0.037850503991535334,True
SIM0000,1700000037,33.952153153909094,-118.30751646075521,205.4168899991238,81.70770417079031,3677.78380309043,0.6701076227772668,33.95188674206277,-118.3097202374725,205.57624344502196,81.71451583309067,3676.9192821260694,1700000036.0,1.0,205.41688999697715,205.41688999697715,-0.15935344589814804,0.8645209643605085,-0.0068116623003788845,-0.0068116623003788845,True
SIM0000,1700000038,33.952418053235355,-118.30531426815787,205.24747257501528,81.74825565663721,3678.335705042636,0.6701076227772668,33.952153153909094,-118.30751646075521,205.4168899991238,81.70770417079031,3677.78380309043,1700000037.0,1.0,205.2474725737755,205.2474725737755,-0.16941742410853067,0.5519019522062081,0.0405514858468905,0.0405514858468905,True
SIM0000,1700000039,33.95268470547807,-118.30311474414748,205.03135179043431,81.68445450355031,3678.779531171309,0.6701076227772668,33.952418053235355,-118.30531426815787,205.24747257501528,81.74825565663721,3678.335705042636,1700000038.0,1.0,205.03135179321254,205.03135179321254,-0.21612078458096562,0.44382612867275384,-0.06380115308689938,-0.06380115308689938,True
SIM0000,1700000040,33.952953408762895,-118.30091715302399,204.88744844931333,81.61411231301767,3679.6189604983824,0.6701076227772668,33.95268470547807,-118.30311474414748,205.03135179043431,81.68445450355031,3678.779531171309,1700000039.0,1.0,204.88744845058014,204.88744845058014,-0.14390334112098913,0.8394293270735034,-0.07034219053264223,-0.07034219053264223,True
SIM0000,1700000041,33.95321916164947,-118.29872407634696,204.42720466700794,81.68803539970935,3680.119968714584,0.6701076227772668,33.952953408762895,-118.30091715302399,204.88744844931333,81.61411231301767,3679.6189604983824,1700000040.0,1.0,204.4272046647728,204.4272046647728,-0.4602437823053833,0.501008216201626,0.07392308669167846,0.07392308669167846,True
SIM0000,1700000042,33.95348345545899,-118.29653162926786,204.34572401866,81.73066912164705,3680.482709349303,0.6701076227772668,33.95321916164947,-118.29872407634696,204.42720466700794,81.68803539970935,3680.119968714584,1700000041.0,1.0,204.34572402045083,204.34572402045083,-0.08148064834793445,0.3627406347191027,0.04263372193770465,0.04263372193770465,True
SIM0000,1700000043,33.95374430134835,-118.29433869537951,204.3347670200945,81.83884064098164,3681.1396559908803,0.6701076227772668,33.95348345545899,-118.29653162926786,204.34572401866,81.73066912164705,3680.482709349303,1700000042.0,1.0,204.33476702107242,204.33476702107242,-0.010956998565518461,0.6569466415771785,0.1081715193345758,0.1081715193345758,True
SIM0000,1700000044,33.95400395075655,-118.2921481704891,204.09535026826933,81.86693345424158,3681.614733149102,0.6701076227772668,33.95374430134835,-118.29433869537951,204.3347670200945,81.83884064098164,3681.1396559908803,1700000043.0,1.0,204.09535026905496,204.09535026905496,-0.23941675182516065,0.47507715822166574,0.028092813259945615,0.028092813259945615,True
SIM0000,1700000045,33.95426327397704,-118.28995795009808,204.06180897123357,81.87587501921352,3682.274602689341,0.6701076227772668,33.95400395075655,-118.2921481704891,204.09535026826933,81.86693345424158,3681.614733149102,1700000044.0,1.0,204.06180897202992,204.06180897202992,-0.033541297035753814,0.6598695402390149,0.008941564971962634,0.008941564971962634,True
SIM0000,1700000046,33.9545220425594,-118.28777110288229,203.74448519975383,81.88065752578598,3682.689165281788,0.6701076227772668,33.95426327397704,-118.28995795009808,204.06180897123357,81.87587501921352,3682.274602689341,1700000045.0,1.0,203.74448519889032,203.74448519889032,-0.31732377147974944,0.41456259244705507,0.004782506572439615,0.004782506572439615,True
SIM0000,1700000047,33.95477990019446,-118.28558419962263,203.7347162858117,81.90903930868413,3683.552457228311,0.6701076227772668,33.9545220425594,-118.28777110288229,203.74448519975383,81.88065752578598,3682.689165281788,1700000046.0,1.0,203.73471628588717,203.73471628588717,-0.00976891394213908,0.8632919465230771,0.028381782898151187,0.028381782898151187,True
SIM0000,1700000048,33.955037466155595,-118.28339938977257,203.53838566434936,81.91040529385744,3684.157227799088,0.6701076227772668,33.95477990019446,-118.28558419962263,203.7347162858117,81.90903930868413,3683.552457228311,1700000047.0,1.0,203.53838566074384,203.53838566074384,-0.19633062146232305,0.6047705707769637,0.001365985173322315,0.001365985173322315,True
SIM0000,1700000049,33.95529352239226,-118.28121740726601,203.25602169577462,81.94688941037514,3684.7522820539302,0.6701076227772668,33.955037466155595,-118.28339938977257,203.53838566434936,81.91040529385744,3684.157227799088,1700000048.0,1.0,203.2560216923183,203.2560216923183,-0.28236396857474233,0.5950542548421254,0.03648411651769834,0.03648411651769834,True
SIM0000,1700000050,33.95555030829912,-118.27903820733991,203.01270412738404,81.9140468377268,3685.2610204911834,0.6701076227772668,33.95529352239226,-118.28121740726601,203.25602169577462,81.94688941037514,3684.7522820539302,1700000049.0,1.0,203.0127041264268,203.0127041264268,-0.24331756839058016,0.5087384372532142,-0.03284257264834878,-0.03284257264834878,True
SIM0000,1700000051,33.955807077502065,-118.27685845284702,203.0624834487048,81.91657133847268,3685.7203093564362,0.6701076227772668,33.95555030829912,-118.27903820733991,203.01270412738404,81.9140468377268,3685.2610204911834,1700000050.0,1.0,203.06248344781943,203.06248344781943,0.0497793213207558,0.45928886525280177,0.0025245007458920554,0.0025245007458920554,True
SIM0000,1700000052,33.95606030275702,-118.2746797066734,202.91475308759175,82.02302111000897,3686.0996121187172,0.6701076227772668,33.955807077502065,-118.27685845284702,203.0624834487048,81.91657133847268,3685.7203093564362,1700000051.0,1.0,202.9147530902155,202.9147530902155,-0.14773036111304805,0.3793027622809859,0.10644977153629043,0.10644977153629043,True
SIM0000,1700000053,33.956313100238525,-118.27250339552995,202.68514549935475,82.02750464387069,3686.417515846629,0.6701076227772668,33.95606030275702,-118.2746797066734,202.91475308759175,82.02302111000897,3686.0996121187172,1700000052.0,1.0,202.68514549780065,202.68514549780065,-0.2296075882370019,0.31790372791192567,0.004483533861730393,0.004483533861730393,True
SIM0000,1700000054,33.95656468828053,-118.27032783856765,202.5970551947442,82.0624186095014,3687.101911838265,0.6701076227772668,33.956313100238525,-118.27250339552995,202.68514549935475,82.02750464387069,3686.417515846629,1700000053.0,1.0,202.5970551941383,202.5970551941383,-0.0880903046105459,0.6843959916359381,0.03491396563072158,0.03491396563072158,True
SIM0000,1700000055,33.95681403992189,-118.26815530694091,202.28587916287808,82.12124397920971,3687.664159991145,0.6701076227772668,33.95656468828053,-118.27032783856765,202.5970551947442,82.0624186095014,3687.101911838265,1700000054.0,1.0,202.28587916530566,202.28587916530566,-0.3111760318661254,0.5622481528798744,0.05882536970830188,0.05882536970830188,True
SIM0000,1700000056,33.95706372786865,-118.26598523062466,202.06611437060425,82.10191710115909,3688.0910470618805,0.6701076227772668,33.95681403992189,-118.26815530694091,202.28587916287808,82.12124397920971,3687.664159991145,1700000055.0,1.0,202.06611437152165,202.06611437152165,-0.21976479227382129,0.4268870707355745,-0.019326878050605956,-0.019326878050605956,True
SIM0000,1700000057,33.95731308115934,-118.26381507011837,202.06811483789997,82.11264802749062,3688.819490755929,0.6701076227772668,33.95706372786865,-118.26598523062466,202.06611437060425,82.10191710115909,3688.0910470618805,1700000056.0,1.0,202.0681148386569,202.0681148386569,0.00200046729571568,0.7284436940485648,0.010730926331518731,0.010730926331518731,True
SIM0000,1700000058,33.95756174316693,-118.26164701424307,201.86471696168556,82.12667692891097,3689.388006184639,0.6701076227772668,33.95731308115934,-118.26381507011837,202.06811483789997,82.11264802749062,3688.819490755929,1700000057.0,1.0,201.86471696223822,201.86471696223822,-0.2033978762144102,0.5685154287098158,0.014028901420346074,0.014028901420346074,True
SIM0000,1700000059,33.957809618736285,-118.25947995741501,201.7609000394031,82.14766971024272,3690.027825077782,0.6701076227772668,33.95756174316693,-118.26164701424307,201.86471696168556,82.12667692891097,3689.388006184639,1700000058.0,1.0,201.7609000360969,201.7609000360969,-0.10381692228244788,0.6398188931430013,0.020992781331756305,0.020992781331756305,True
SIM0000,1700000060,33.958054279756716,-118.25731449712839,201.565903961983,82.24258128781378,3690.8340348954857,0.6701076227772668,33.957809618736285,-118.25947995741501,201.7609000394031,82.14766971024272,3690.027825077782,1700000059.0,1.0,201.56590396426634,201.56590396426634,-0.1949960774201145,0.8062098177038024,0.09491157757105384,0.09491157757105384,True
SIM0000,1700000061,33.95829852199743,-118.25515050410263,201.4249646911429,82.25048887970458,3691.2277487742617,0.6701076227772668,33.958054279756716,-118.25731449712839,201.565903961983,82.24258128781378,3690.8340348954857,1700000060.0,1.0,201.42496469371935,201.42496469371935,-0.14093927084010716,0.3937138787759977,0.007907591890784715,0.007907591890784715,True
SIM0000,1700000062,33.95854005264712,-118.25298667411613,201.3690648699039,82.33489739797407,3691.8697147172143,0.6701076227772668,33.95829852199743,-118.25515050410263,201.4249646911429,82.25048887970458,3691.2277487742617,1700000061.0,1.0,201.36906487110156,201.36906487110156,-0.05589982123899517,0.6419659429525382,0.08440851826949824,0.08440851826949824,True
SIM0000,1700000063,33.958779089762096,-118.25082371586183,201.25201813514514,82.41005571222681,3692.7060592305247,0.6701076227772668,33.95854005264712,-118.25298667411613,201.3690648699039,82.33489739797407,3691.8697147172143,1700000062.0,1.0,201.25201813496255,201.25201813496255,-0.11704673475875893,0.8363445133104506,0.07515831425274655,0.07515831425274655,True
SIM0000,1700000064,33.95901763897532,-118.24866133085294,201.19189634513282,82.42336099125221,3693.679161449835,0.6701076227772668,33.958779089762096,-118.25082371586183,201.25201813514514,82.41005571222681,3692.7060592305247,1700000063.0,1.0,201.19189634156157,201.19189634156157,-0.06012179001231743,0.9731022193104764,0.013305279025416894,0.013305279025416894,True
SIM0000,1700000065,33.959253257496734,-118.24650268659207,200.80657807539066,82.50253330666035,3694.4480554884185,0.6701076227772668,33.95901763897532,-118.24866133085294,201.19189634513282,82.42336099125221,3693.679161449835,1700000064.0,1.0,200.80657807389653,200.80657807389653,-0.3853182697421573,0.7688940385833121,0.07917231540812963,0.07917231540812963,True
SIM0000,1700000066,33.95948473426335,-118.2443441207829,200.73929163142003,82.63256988357365,3695.4150522058717,0.6701076227772668,33.959253257496734,-118.24650268659207,200.80657807539066,82.50253330666035,3694.4480554884185,1700000065.0,1.0,200.73929163134991,200.73929163134991,-0.06728644397063022,0.9669967174531848,0.13003657691331227,0.13003657691331227,True
SIM0000,1700000067,33.95971729218953,-118.242189764707,200.36918578434233,82.58422246611872,3696.2485376404597,0.6701076227772668,33.95948473426335,-118.2443441207829,200.73929163142003,82.63256988357365,3695.4150522058717,1700000066.0,1.0,200.3691857847709,200.3691857847709,-0.37010584707769567,0.8334854345880558,-0.048347417454920105,-0.048347417454920105,True
SIM0000,1700000068,33.95994833905715,-118.24003899936105,200.01860461096166,82.6196883582448,3697.086590758638,0.6701076227772668,33.95971729218953,-118.242189764707,200.36918578434233,82.58422246611872,3696.2485376404597,1700000067.0,1.0,200.01860461169846,200.01860461169846,-0.3505811733806752,0.8380531181783226,0.03546589212606932,0.03546589212606932,True
SIM0000,1700000069,33.96018102825174,-118.23789335039112,199.5737056972845,82.55027549708778,3697.808558185483,0.6701076227772668,33.95994833905715,-118.24003899936105,200.01860461096166,82.6196883582448,3697.086590758638,1700000068.0,1.0,199.57370570081645,199.57370570081645,-0.4448989136771502,0.7219674268449126,-0.06941286115701928,-0.06941286115701928,True
SIM0000,1700000070,33.960412755551324,-118.23574964004524,199.3820342697272,82.57407150507714,3698.4863727610145,0.6701076227772668,33.96018102825174,-118.23789335039112,199.5737056972845,82.55027549708778,3697.808558185483,1700000069.0,1.0,199.3820342674238,199.3820342674238,-0.19167142755730993,0.6778145755315563,0.02379600798934689,0.02379600798934689,True
SIM0000,1700000071,33.9606453288317,-118.23360963730033,199.0546276176228,82.53448294627199,3699.123149413616,0.6701076227772668,33.960412755551324,-118.23574964004524,199.3820342697272,82.57407150507714,3698.4863727610145,1700000070.0,1.0,199.05462761846695,199.05462761846695,-0.32740665210440056,0.6367766526013838,-0.03958855880514989,-0.03958855880514989,True
SIM0000,1700000072,33.96087892533436,-118.23147355376864,198.7105420029661,82.4883950417099,3699.894393250672,0.6701076227772668,33.9606453288317,-118.23360963730033,199.0546276176228,82.53448294627199,3699.123149413616,1700000071.0,1.0,198.71054200208107,198.71054200208107,-0.34408561465670573,0.771243837055863,-0.04608790456211409,-0.04608790456211409,True
SIM0000,1700000073,33.96111053518688,-118.22933941941949,198.50300289770348,82.5448076301,3700.366641885164,0.6701076227772668,33.96087892533436,-118.23147355376864,198.7105420029661,82.4883950417099,3699.894393250672,1700000072.0,1.0,198.50300289530338,198.50300289530338,-0.20753910526261166,0.472248634492189,0.05641258839011698,0.05641258839011698,True
SIM0000,1700000074,33.961342226215,-118.22720854031212,198.2059647679287,82.53094164029744,3700.85942113453,0.6701076227772668,33.96111053518688,-118.22933941941949,198.50300289770348,82.5448076301,3700.366641885164,1700000073.0,1.0,198.20596476808782,198.20596476808782,-0.2970381297747906,0.49277924936586714,-0.013865989802553713,-0.013865989802553713,True
SIM0000,1700000075,33.961573814075784,-118.22507948741708,198.0369466445918,82.52787907103915,3701.6007420150713,0.6701076227772668,33.961342226215,-118.22720854031212,198.2059647679287,82.53094164029744,3700.85942113453,1700000074.0,1.0,198.03694664361797,198.03694664361797,-0.16901812333688326,0.7413208805414797,-0.003062569258304393,-0.003062569258304393,True
SIM0000,1700000076,33.961800999130055,-118.22295135037746,197.88958072240524,82.66522328194162,3701.992291828675,0.6701076227772668,33.961573814075784,-118.22507948741708,198.0369466445918,82.52787907103915,3701.6007420150713,1700000075.0,1.0,197.8895807201099,197.8895807201099,-0.14736592218656597,0.39154981360388774,0.1373442109024836,0.1373442109024836,True
SIM0000,1700000077,33.96202713582914,-118.22082375748698,197.8244367680812,82.69683504540566,3702.6595935054265,0.6701076227772668,33.961800999130055,-118.22295135037746,197.88958072240524,82.66522328194162,3701.992291828675,1700000076.0,1.0,197.8244367721001,197.8244367721001,-0.06514395432404285,0.6673016767513218,0.03161176346404204,0.03161176346404204,True
SIM0000,1700000078,33.962252395347456,-118.21870056893522,197.4086278837959,82.70991151632789,3703.4783405808926,0.6701076227772668,33.96202713582914,-118.22082375748698,197.8244367680812,82.69683504540566,3702.6595935054265,1700000077.0,1.0,197.408627884623,197.408627884623,-0.4158088842852976,0.8187470754660353,0.013076470922214867,0.013076470922214867,True
SIM0000,1700000079,33.96247618204826,-118.21657945139924,197.197926816994,82.75005039640692,3704.09030486755,0.6701076227772668,33.962252395347456,-118.21870056893522,197.4086278837959,82.70991151632789,3703.4783405808926,1700000078.0,1.0,197.19792681614922,197.19792681614922,-0.21070106680190293,0.6119642866574395,0.04013888007904143,0.04013888007904143,True
SIM0000,1700000080,33.96269886525255,-118.21445843428842,197.17278296804264,82.7850629296132,3704.320329355831,0.6701076227772668,33.96247618204826,-118.21657945139924,197.197926816994,82.75005039640692,3704.09030486755,1700000079.0,1.0,197.1727829674557,197.1727829674557,-0.025143848951358905,0.23002448828083288,0.03501253320627029,0.03501253320627029,True
